#Ensembl Gene ID	Tumor Type
ENSG00000027644	Lung
ENSG00000103653	Lung
ENSG00000178950	Lung
ENSG00000213341	Lung
ENSG00000047936	Lung
ENSG00000121031	Lung
ENSG00000147133	Lung
ENSG00000185386	Lung
ENSG00000067992	Lung
ENSG00000147613	Lung
ENSG00000174292	Lung
ENSG00000142235	Lung
ENSG00000105146	Lung
ENSG00000119121	Lung
ENSG00000135605	Lung
ENSG00000110931	Lung
ENSG00000132964	Lung
ENSG00000150457	Lung
ENSG00000101349	Lung
ENSG00000112062	Lung
ENSG00000147044	Lung
ENSG00000145949	Lung
ENSG00000134070	Lung
ENSG00000198752	Lung
ENSG00000198793	Lung
ENSG00000213923	Lung
ENSG00000182319	Lung
ENSG00000152495	Lung
ENSG00000122779	Lung
ENSG00000175054	Lung
ENSG00000197323	Lung
ENSG00000065613	Lung
ENSG00000140443	Lung
ENSG00000128829	Lung
ENSG00000169302	Lung
ENSG00000086232	Lung
ENSG00000115216	Lung
ENSG00000140538	Lung
ENSG00000160584	Lung
ENSG00000145632	Lung
ENSG00000071242	Lung
ENSG00000196335	Lung
ENSG00000128052	Lung
ENSG00000180815	Lung
ENSG00000137601	Lung
ENSG00000105287	Lung
ENSG00000138756	Lung
ENSG00000160469	Lung
ENSG00000169967	Lung
ENSG00000143776	Lung
ENSG00000097007	Lung
ENSG00000198873	Lung
ENSG00000177453	Lung
ENSG00000149311	Lung
ENSG00000173366	Lung
ENSG00000010671	Lung
ENSG00000006062	Lung
ENSG00000163513	Lung
ENSG00000155657	Lung
ENSG00000143322	Lung
ENSG00000151414	Lung
ENSG00000011566	Lung
ENSG00000072133	Lung
ENSG00000170209	Lung
ENSG00000181409	Lung
ENSG00000102755	Lung
ENSG00000172680	Lung
ENSG00000071909	Lung
ENSG00000166851	Lung
ENSG00000123612	Lung
ENSG00000116783	Lung
ENSG00000101890	Lung
ENSG00000137948	Lung
ENSG00000030304	Lung
ENSG00000136643	Lung
ENSG00000131023	Lung
ENSG00000177169	Lung
ENSG00000141646	Lung
ENSG00000154928	Lung
ENSG00000085276	Lung
ENSG00000153707	Lung
ENSG00000165699	Lung
ENSG00000133895	Lung
ENSG00000121879	Lung
ENSG00000139618	Lung
ENSG00000164362	Lung
ENSG00000164715	Lung
ENSG00000010810	Lung
ENSG00000080839	Lung
ENSG00000182578	Lung
ENSG00000117425	Lung
ENSG00000135090	Lung
ENSG00000213281	Lung
ENSG00000162302	Lung
ENSG00000147082	Lung
ENSG00000102010	Lung
ENSG00000179295	Lung
ENSG00000134250	Lung
ENSG00000181467	Lung
ENSG00000105976	Lung
ENSG00000174775	Lung
ENSG00000101384	Lung
ENSG00000134982	Lung
ENSG00000168036	Lung
ENSG00000087586	Lung
ENSG00000105851	Lung
ENSG00000106799	Lung
ENSG00000133511	Lung
ENSG00000104936	Lung
ENSG00000137843	Lung
ENSG00000078142	Lung
ENSG00000148400	Lung
ENSG00000141564	Lung
ENSG00000069020	Lung
ENSG00000151422	Lung
ENSG00000124181	Lung
ENSG00000184304	Lung
ENSG00000171862	Lung
ENSG00000109670	Lung
ENSG00000147257	Lung
ENSG00000204301	Lung
ENSG00000157404	Lung
ENSG00000169071	Lung
ENSG00000133056	Lung
ENSG00000116062	Lung
ENSG00000148082	Lung
ENSG00000147889	Lung
ENSG00000118058	Lung
ENSG00000134086	Lung
ENSG00000165731	Lung
ENSG00000070886	Lung
ENSG00000148660	Lung
ENSG00000165304	Lung
ENSG00000134398	Lung
ENSG00000196632	Lung
ENSG00000081320	Lung
ENSG00000010219	Lung
ENSG00000164896	Lung
ENSG00000101306	Lung
ENSG00000160551	Lung
ENSG00000068078	Lung
ENSG00000055332	Lung
ENSG00000167657	Lung
ENSG00000119638	Lung
ENSG00000118515	Lung
ENSG00000136383	Lung
ENSG00000178607	Lung
ENSG00000185900	Lung
ENSG00000128881	Lung
ENSG00000142178	Lung
ENSG00000104205	Lung
ENSG00000130413	Lung
ENSG00000090376	Lung
ENSG00000181085	Lung
ENSG00000136021	Lung
ENSG00000164741	Lung
ENSG00000151320	Lung
ENSG00000004897	Lung
ENSG00000154734	Lung
ENSG00000137497	Lung
ENSG00000196090	Lung
ENSG00000128731	Lung
ENSG00000139220	Lung
ENSG00000198382	Lung
ENSG00000132549	Lung
ENSG00000169760	Lung
ENSG00000140543	Lung
ENSG00000030066	Lung
ENSG00000165370	Lung
ENSG00000102053	Lung
ENSG00000164796	Lung
ENSG00000157600	Lung
ENSG00000197774	Lung
ENSG00000158987	Lung
ENSG00000171681	Lung
ENSG00000124151	Lung
ENSG00000100697	Lung
ENSG00000084774	Lung
ENSG00000127663	Lung
ENSG00000169933	Lung
ENSG00000038427	Lung
ENSG00000138835	Lung
ENSG00000137313	Lung
ENSG00000135845	Lung
ENSG00000130150	Lung
ENSG00000083093	Lung
ENSG00000196954	Lung
ENSG00000164292	Lung
ENSG00000151490	Lung
ENSG00000020922	Lung
ENSG00000147118	Lung
ENSG00000184445	Lung
ENSG00000120471	Lung
ENSG00000142405	Lung
ENSG00000088205	Lung
ENSG00000170185	Lung
ENSG00000134249	Lung
ENSG00000021300	Lung
ENSG00000178035	Lung
ENSG00000105325	Lung
ENSG00000107623	Lung
ENSG00000026025	Lung
LOC392425	Lung
ENSG00000137962	Lung
ENSG00000162613	Lung
ENSG00000126759	Lung
ENSG00000011465	Lung
LOC389669	Lung
ENSG00000177051	Lung
ENSG00000166349	Lung
ENSG00000128573	Lung
ENSG00000156076	Lung
ENSG00000144668	Lung
ENSG00000184344	Lung
ENSG00000186767	Lung
ENSG00000121297	Lung
ENSG00000138642	Lung
ENSG00000124789	Lung
ENSG00000165617	Lung
ENSG00000133392	Lung
ENSG00000118369	Lung
ENSG00000085224	Lung
ENSG00000091592	Lung
ENSG00000129071	Lung
ENSG00000102313	Lung
ENSG00000159216	Lung
ENSG00000165501	Lung
ENSG00000187522	Lung
ENSG00000136267	Lung
ENSG00000082175	Lung
ENSG00000219970	Lung
ENSG00000185338	Lung
ENSG00000145808	Lung
ENSG00000165966	Lung
ENSG00000124721	Lung
ENSG00000120451	Lung
ENSG00000153896	Lung
ENSG00000114315	Lung
ENSG00000067798	Lung
ENSG00000170606	Lung
ENSG00000087116	Lung
ENSG00000006468	Lung
ENSG00000143127	Lung
ENSG00000169220	Lung
ENSG00000189037	Lung
ENSG00000184771	Lung
ENSG00000182732	Lung
ENSG00000096401	Lung
ENSG00000185379	Lung
LOC441510	Lung
ENSG00000205081	Lung
ENSG00000132646	Lung
ENSG00000163833	Lung
ENSG00000158716	Lung
ENSG00000106571	Lung
ENSG00000064419	Lung
ENSG00000065526	Lung
ENSG00000135298	Lung
ENSG00000157077	Lung
ENSG00000146809	Lung
ENSG00000187483	Lung
ENSG00000179348	Lung
ENSG00000004487	Lung
ENSG00000115705	Lung
ENSG00000091409	Lung
ENSG00000004948	Lung
ENSG00000113083	Lung
ENSG00000172018	Lung
ENSG00000198932	Lung
ENSG00000143799	Lung
ENSG00000055130	Lung
ENSG00000008277	Lung
ENSG00000001631	Lung
ENSG00000130766	Lung
ENSG00000165092	Lung
ENSG00000005339	Lung
ENSG00000120868	Lung
ENSG00000187736	Lung
ENSG00000138750	Lung
ENSG00000149925	Lung
ENSG00000137574	Lung
ENSG00000147655	Lung
ENSG00000173157	Lung
ENSG00000109819	Lung
ENSG00000087245	Lung
ENSG00000162711	Lung
ENSG00000173599	Lung
ENSG00000132694	Lung
ENSG00000133101	Lung
ENSG00000032219	Lung
ENSG00000139517	Lung
ENSG00000100345	Lung
ENSG00000007062	Lung
ENSG00000183230	Lung
ENSG00000144218	Lung
ENSG00000054356	Lung
ENSG00000101966	Lung
ENSG00000085449	Lung
ENSG00000131725	Lung
ENSG00000167103	Lung
ENSG00000137757	Lung
ENSG00000173473	Lung
ENSG00000173482	Lung
ENSG00000086200	Lung
ENSG00000197140	Lung
ENSG00000077420	Lung
ENSG00000189023	Lung
ENSG00000129451	Lung
ENSG00000077943	Lung
ENSG00000100644	Lung
ENSG00000198929	Lung
ENSG00000106348	Lung
ENSG00000138646	Lung
ENSG00000112242	Lung
ENSG00000046889	Lung
ENSG00000166396	Lung
ENSG00000101981	Lung
ENSG00000164794	Lung
ENSG00000177200	Lung
ENSG00000166106	Lung
ENSG00000198681	Lung
ENSG00000085185	Lung
ENSG00000105662	Lung
ENSG00000122145	Lung
ENSG00000006634	Lung
ENSG00000108506	Lung
ENSG00000108395	Lung
ENSG00000131778	Lung
ENSG00000090520	Lung
ENSG00000133124	Lung
ENSG00000102024	Lung
ENSG00000122126	Lung
ENSG00000176171	Lung
ENSG00000175931	Lung
ENSG00000043822	Lung
ENSG00000140092	Lung
ENSG00000134532	Lung
ENSG00000181399	Lung
ENSG00000066923	Lung
ENSG00000127452	Lung
ENSG00000162670	Lung
LOC441494	Lung
ENSG00000078177	Lung
ENSG00000078596	Lung
ENSG00000107854	Lung
ENSG00000162337	Lung
ENSG00000158019	Lung
ENSG00000129204	Lung
ENSG00000170054	Lung
ENSG00000198157	Lung
ENSG00000066777	Lung
ENSG00000105141	Lung
ENSG00000124177	Lung
ENSG00000132746	Lung
ENSG00000154415	Lung
ENSG00000180152	Lung
ENSG00000140396	Lung
ENSG00000129315	Lung
ENSG00000081189	Lung
ENSG00000156140	Lung
ENSG00000105371	Lung
ENSG00000205667	Lung
ENSG00000169297	Lung
ENSG00000018236	Lung
ENSG00000087074	Lung
ENSG00000187498	Lung
ENSG00000047410	Lung
ENSG00000198795	Lung
ENSG00000118503	Lung
ENSG00000100234	Lung
ENSG00000178974	Lung
ENSG00000156218	Lung
ENSG00000166908	Lung
ENSG00000156194	Lung
ENSG00000184675	Lung
ENSG00000174016	Lung
ENSG00000057468	Lung
ENSG00000103404	Lung
ENSG00000156299	Lung
ENSG00000107165	Lung
ENSG00000076344	Lung
ENSG00000109458	Lung
ENSG00000102900	Lung
ENSG00000069966	Lung
ENSG00000172081	Lung
ENSG00000077097	Lung
ENSG00000183981	Lung
ENSG00000189299	Lung
ENSG00000143751	Lung
ENSG00000169862	Lung
ENSG00000165951	Lung
ENSG00000082805	Lung
ENSG00000198604	Lung
ENSG00000179148	Lung
ENSG00000112851	Lung
ENSG00000084093	Lung
ENSG00000164754	Lung
ENSG00000161714	Lung
ENSG00000101452	Lung
ENSG00000177380	Lung
ENSG00000108654	Lung
ENSG00000171940	Lung
ENSG00000100393	Lung
ENSG00000160294	Lung
ENSG00000185515	Lung
ENSG00000089472	Lung
ENSG00000176406	Lung
LOC389904	Lung
ENSG00000196611	Lung
ENSG00000071051	Lung
ENSG00000113522	Lung
ENSG00000086712	Lung
ENSG00000019186	Lung
ENSG00000183580	Lung
ENSG00000169410	Lung
ENSG00000116675	Lung
ENSG00000127329	Lung
ENSG00000033327	Lung
ENSG00000118482	Lung
ENSG00000186462	Lung
ENSG00000143321	Lung
ENSG00000130741	Lung
ENSG00000093009	Lung
ENSG00000167433	Lung
ENSG00000101076	Lung
ENSG00000047648	Lung
ENSG00000185291	Lung
ENSG00000164171	Lung
ENSG00000103657	Lung
ENSG00000181110	Lung
ENSG00000176165	Lung
ENSG00000165953	Lung
ENSG00000101977	Lung
ENSG00000066455	Lung
ENSG00000147113	Lung
ENSG00000002746	Lung
ENSG00000011485	Lung
ENSG00000048052	Lung
ENSG00000049249	Lung
ENSG00000117222	Lung
ENSG00000145536	Lung
ENSG00000146192	Lung
ENSG00000198753	Lung
ENSG00000126883	Lung
ENSG00000221994	Lung
ENSG00000089876	Lung
ENSG00000168916	Lung
ENSG00000164190	Lung
ENSG00000057149	Lung
ENSG00000150086	Lung
ENSG00000183722	Lung
ENSG00000104517	Lung
ENSG00000164616	Lung
ENSG00000113269	Lung
ENSG00000136504	Lung
ENSG00000104885	Lung
ENSG00000173681	Lung
ENSG00000102401	Lung
ENSG00000115593	Lung
ENSG00000169306	Lung
ENSG00000157212	Lung
ENSG00000039068	Lung
ENSG00000117713	Lung
ENSG00000009694	Lung
ENSG00000132357	Lung
ENSG00000144290	Lung
ENSG00000136273	Lung
ENSG00000012504	Lung
ENSG00000139613	Lung
ENSG00000138764	Lung
ENSG00000123066	Lung
ENSG00000155530	Lung
ENSG00000175175	Lung
ENSG00000102195	Lung
ENSG00000092853	Lung
ENSG00000147231	Lung
ENSG00000225471	Lung
ENSG00000066032	Lung
ENSG00000158290	Lung
ENSG00000138379	Lung
ENSG00000204569	Lung
ENSG00000177084	Lung
ENSG00000100505	Lung
ENSG00000077274	Lung
ENSG00000080345	Lung
ENSG00000171365	Lung
ENSG00000136881	Lung
ENSG00000181588	Lung
ENSG00000136824	Lung
ENSG00000127616	Lung
ENSG00000115232	Lung
ENSG00000141150	Lung
ENSG00000152689	Lung
ENSG00000175809	Lung
ENSG00000067057	Lung
ENSG00000174740	Lung
ENSG00000166200	Lung
ENSG00000181788	Lung
ENSG00000116254	Lung
ENSG00000128908	Lung
ENSG00000164023	Lung
ENSG00000182836	Lung
ENSG00000177689	Lung
ENSG00000103313	Lung
ENSG00000180871	Lung
ENSG00000173572	Lung
ENSG00000029534	Lung
ENSG00000112118	Lung
ENSG00000123104	Lung
ENSG00000023902	Lung
ENSG00000102786	Lung
ENSG00000070018	Lung
ENSG00000082014	Lung
ENSG00000150760	Lung
ENSG00000161405	Lung
ENSG00000005961	Lung
ENSG00000152503	Lung
ENSG00000065057	Lung
ENSG00000186895	Lung
ENSG00000147202	Lung
ENSG00000158077	Lung
ENSG00000196344	Lung
ENSG00000131143	Lung
ENSG00000089177	Lung
ENSG00000107731	Lung
ENSG00000213088	Lung
ENSG00000112964	Lung
ENSG00000183762	Lung
ENSG00000124126	Lung
ENSG00000123154	Lung
ENSG00000160505	Lung
ENSG00000112164	Lung
ENSG00000102271	Lung
ENSG00000142611	Lung
ENSG00000088305	Lung
ENSG00000147234	Lung
ENSG00000132470	Lung
ENSG00000166670	Lung
ENSG00000182568	Lung
ENSG00000153820	Lung
ENSG00000077279	Lung
ENSG00000131759	Lung
ENSG00000100412	Lung
ENSG00000115904	Lung
ENSG00000139151	Lung
ENSG00000204065	Lung
ENSG00000077044	Lung
ENSG00000066336	Lung
ENSG00000213949	Lung
ENSG00000151689	Lung
ENSG00000174243	Lung
ENSG00000108854	Lung
ENSG00000140521	Lung
ENSG00000078589	Lung
ENSG00000174562	Lung
ENSG00000147050	Lung
ENSG00000140262	Lung
ENSG00000123329	Lung
ENSG00000111912	Lung
ENSG00000085382	Lung
ENSG00000101958	Lung
ENSG00000165164	Lung
ENSG00000106278	Lung
ENSG00000153922	Lung
ENSG00000188937	Lung
ENSG00000135476	Lung
ENSG00000091651	Lung
ENSG00000155011	Lung
ENSG00000114861	Lung
ENSG00000127804	Lung
ENSG00000149503	Lung
ENSG00000005810	Lung
ENSG00000197632	Lung
ENSG00000138468	Lung
ENSG00000147576	Lung
ENSG00000115221	Lung
ENSG00000196167	Lung
ENSG00000182261	Lung
ENSG00000099968	Lung
ENSG00000136861	Lung
ENSG00000147027	Lung
ENSG00000159399	Lung
ENSG00000155903	Lung
ENSG00000155890	Lung
ENSG00000185163	Lung
ENSG00000185989	Lung
ENSG00000104321	Lung
ENSG00000105185	Lung
ENSG00000145241	Lung
ENSG00000182621	Lung
ENSG00000138592	Lung
ENSG00000109787	Lung
ENSG00000151503	Lung
ENSG00000109685	Lung
ENSG00000136014	Lung
ENSG00000115760	Lung
ENSG00000147206	Lung
ENSG00000104755	Lung
ENSG00000172115	Lung
ENSG00000104447	Lung
ENSG00000107984	Lung
LOC139116	Lung
ENSG00000147138	Lung
ENSG00000185811	Lung
ENSG00000188906	Lung
ENSG00000116106	Lung
ENSG00000186575	Lung
ENSG00000065361	Lung
ENSG00000086015	Lung
ENSG00000136997	Lung
ENSG00000011405	Lung
ENSG00000150630	Lung
ENSG00000001617	Lung
ENSG00000099957	Lung
ENSG00000078061	Lung
ENSG00000196411	Lung
ENSG00000198176	Lung
ENSG00000165025	Lung
ENSG00000105647	Lung
ENSG00000108984	Lung
ENSG00000077264	Lung
ENSG00000079277	Lung
ENSG00000171608	Lung
ENSG00000135503	Lung
ENSG00000143674	Lung
ENSG00000087088	Lung
ENSG00000157554	Lung
ENSG00000185920	Lung
ENSG00000134602	Lung
ENSG00000163932	Lung
ENSG00000171105	Lung
ENSG00000139567	Lung
ENSG00000091436	Lung
ENSG00000173801	Lung
ENSG00000196712	Lung
ENSG00000184916	Lung
ENSG00000012171	Lung
ENSG00000167258	Lung
ENSG00000104365	Lung
ENSG00000120539	Lung
ENSG00000182866	Lung
ENSG00000082701	Lung
ENSG00000169855	Lung
ENSG00000107779	Lung
ENSG00000104814	Lung
ENSG00000141968	Lung
ENSG00000134058	Lung
ENSG00000125508	Lung
ENSG00000105723	Lung
ENSG00000115085	Lung
ENSG00000115825	Lung
ENSG00000141738	Lung
ENSG00000214706	Lung
ENSG00000105613	Lung
ENSG00000113721	Lung
ENSG00000126561	Lung
ENSG00000140937	Lung
ENSG00000126583	Lung
ENSG00000176105	Lung
ENSG00000008128	Lung
ENSG00000179242	Lung
ENSG00000065675	Lung
ENSG00000059758	Lung
ENSG00000172780	Lung
ENSG00000174791	Lung
ENSG00000142733	Lung
ENSG00000164078	Lung
ENSG00000010017	Lung
ENSG00000006432	Lung
ENSG00000160293	Lung
ENSG00000027075	Lung
ENSG00000137764	Lung
ENSG00000222014	Lung
ENSG00000178999	Lung
ENSG00000157933	Lung
ENSG00000183773	Lung
ENSG00000163558	Lung
ENSG00000058091	Lung
ENSG00000197386	Lung
ENSG00000115687	Lung
ENSG00000074181	Lung
ENSG00000135333	Lung
ENSG00000166484	Lung
ENSG00000136807	Lung
ENSG00000164045	Lung
ENSG00000153266	Lung
ENSG00000012223	Lung
ENSG00000099875	Lung
ENSG00000152207	Lung
ENSG00000171132	Lung
ENSG00000130669	Lung
ENSG00000102531	Lung
ENSG00000143466	Lung
ENSG00000163930	Lung
ENSG00000114867	Lung
ENSG00000101336	Lung
ENSG00000197122	Lung
ENSG00000187905	Lung
ENSG00000175387	Lung
ENSG00000134954	Lung
ENSG00000168702	Lung
ENSG00000115290	Lung
ENSG00000169398	Lung
ENSG00000106123	Lung
ENSG00000158186	Lung
ENSG00000123572	Lung
ENSG00000170581	Lung
ENSG00000114378	Lung
ENSG00000067082	Lung
ENSG00000152256	Lung
ENSG00000117676	Lung
ENSG00000078900	Lung
ENSG00000144118	Lung
ENSG00000004838	Lung
ENSG00000082258	Lung
ENSG00000185214	Lung
ENSG00000183763	Lung
ENSG00000071054	Lung
ENSG00000144619	Lung
ENSG00000114388	Lung
ENSG00000104375	Lung
ENSG00000113916	Lung
ENSG00000198909	Lung
ENSG00000164885	Lung
ENSG00000113328	Lung
ENSG00000157106	Lung
ENSG00000185008	Lung
ENSG00000101265	Lung
ENSG00000141639	Lung
ENSG00000130758	Lung
ENSG00000162434	Lung
ENSG00000118689	Lung
ENSG00000166501	Lung
ENSG00000103479	Lung
ENSG00000166888	Lung
ENSG00000069399	Lung
ENSG00000142627	Lung
ENSG00000170345	Lung
ENSG00000182511	Lung
ENSG00000187682	Lung
ENSG00000146904	Lung
ENSG00000165409	Lung
ENSG00000065243	Lung
ENSG00000165752	Lung
ENSG00000184937	Lung
ENSG00000007402	Lung
ENSG00000128602	Lung
ENSG00000114423	Lung
ENSG00000147883	Lung
ENSG00000122641	Lung
ENSG00000155926	Lung
ENSG00000069956	Lung
ENSG00000091483	Lung
ENSG00000135679	Lung
ENSG00000160691	Lung
ENSG00000142875	Lung
ENSG00000012048	Lung
ENSG00000168610	Lung
ENSG00000153208	Lung
ENSG00000137275	Lung
ENSG00000114124	Lung
ENSG00000163482	Lung
ENSG00000073050	Lung
ENSG00000139144	Lung
ENSG00000144724	Lung
ENSG00000138376	Lung
ENSG00000102145	Lung
ENSG00000003756	Lung
ENSG00000173531	Lung
ENSG00000198400	Lung
ENSG00000105639	Lung
ENSG00000109132	Lung
ENSG00000169679	Lung
ENSG00000072786	Lung
ENSG00000171219	Lung
ENSG00000184343	Lung
ENSG00000169047	Lung
ENSG00000107263	Lung
ENSG00000087095	Lung
ENSG00000134115	Lung
ENSG00000197943	Lung
ENSG00000138696	Lung
ENSG00000092445	Lung
ENSG00000096968	Lung
ENSG00000188338	Lung
ENSG00000108946	Lung
ENSG00000139625	Lung
ENSG00000087460	Lung
ENSG00000082146	Lung
ENSG00000211455	Lung
ENSG00000005469	Lung
ENSG00000160447	Lung
ENSG00000123080	Lung
ENSG00000165105	Lung
ENSG00000134215	Lung
ENSG00000088538	Lung
ENSG00000149554	Lung
ENSG00000129465	Lung
ENSG00000073282	Lung
ENSG00000114735	Lung
ENSG00000171223	Lung
ENSG00000143819	Lung
ENSG00000102572	Lung
ENSG00000138395	Lung
ENSG00000103197	Lung
ENSG00000099949	Lung
ENSG00000183421	Lung
ENSG00000134323	Lung
ENSG00000037280	Lung
ENSG00000105397	Lung
ENSG00000006451	Lung
ENSG00000104884	Lung
ENSG00000114739	Lung
ENSG00000141068	Lung
ENSG00000173757	Lung
ENSG00000060140	Lung
ENSG00000120156	Lung
ENSG00000168028	Lung
ENSG00000007264	Lung
ENSG00000136161	Lung
ENSG00000183943	Lung
ENSG00000085511	Lung
ENSG00000143878	Lung
ENSG00000095777	Lung
ENSG00000173039	Lung
ENSG00000118513	Lung
ENSG00000114395	Lung
ENSG00000107643	Lung
ENSG00000106633	Lung
ENSG00000185532	Lung
ENSG00000184384	Lung
ENSG00000164076	Lung
ENSG00000099960	Lung
ENSG00000101057	Lung
ENSG00000104637	Lung
ENSG00000080224	Lung
ENSG00000072062	Lung
ENSG00000117020	Lung
ENSG00000113263	Lung
ENSG00000166157	Lung
ENSG00000105173	Lung
ENSG00000161021	Lung
ENSG00000062524	Lung
ENSG00000141503	Lung
ENSG00000163785	Lung
ENSG00000065883	Lung
ENSG00000107968	Lung
ENSG00000137713	Lung
ENSG00000110628	Lung
ENSG00000185345	Lung
ENSG00000068028	Lung
ENSG00000109193	Lung
ENSG00000125347	Lung
ENSG00000032514	Lung
ENSG00000008226	Lung
ENSG00000213218	Lung
ENSG00000168746	Lung
ENSG00000188316	Lung
ENSG00000159459	Lung
ENSG00000157557	Lung
ENSG00000185701	Lung
ENSG00000180772	Lung
ENSG00000174231	Lung
ENSG00000167548	Lung
ENSG00000163347	Lung
ENSG00000099364	Lung
ENSG00000090512	Lung
ENSG00000159307	Lung
ENSG00000171017	Lung
ENSG00000180448	Lung
ENSG00000134757	Lung
ENSG00000130294	Lung
ENSG00000064703	Lung
ENSG00000140386	Lung
ENSG00000125967	Lung
ENSG00000133250	Lung
ENSG00000197077	Lung
ENSG00000198788	Lung
ENSG00000166415	Lung
ENSG00000157423	Lung
ENSG00000119720	Lung
ENSG00000196094	Lung
ENSG00000156920	Lung
ENSG00000100350	Lung
ENSG00000112144	Lung
ENSG00000171843	Lung
ENSG00000161204	Lung
ENSG00000115850	Lung
ENSG00000143603	Lung
ENSG00000112837	Lung
ENSG00000115255	Lung
ENSG00000162722	Lung
ENSG00000198251	Lung
ENSG00000163884	Lung
ENSG00000100519	Lung
ENSG00000178187	Lung
ENSG00000129646	Lung
ENSG00000082781	Lung
ENSG00000125869	Lung
ENSG00000141384	Lung
ENSG00000196663	Lung
ENSG00000145431	Lung
ENSG00000141179	Lung
ENSG00000166006	Lung
ENSG00000151553	Lung
ENSG00000116031	Lung
ENSG00000139116	Lung
ENSG00000215590	Lung
ENSG00000171944	Lung
ENSG00000169876	Lung
ENSG00000198838	Lung
ENSG00000116183	Lung
ENSG00000157303	Lung
ENSG00000185940	Lung
ENSG00000151718	Lung
ENSG00000103995	Lung
ENSG00000188766	Lung
ENSG00000164309	Lung
ENSG00000058673	Lung
ENSG00000152359	Lung
ENSG00000152595	Lung
ENSG00000084463	Lung
ENSG00000183130	Lung
ENSG00000212659	Lung
ENSG00000111058	Lung
ENSG00000169783	Lung
ENSG00000101463	Lung
ENSG00000168591	Lung
ENSG00000149651	Lung
ENSG00000108242	Lung
ENSG00000107518	Lung
ENSG00000106018	Lung
ENSG00000172349	Lung
ENSG00000118492	Lung
ENSG00000117385	Lung
ENSG00000163064	Lung
ENSG00000099139	Lung
ENSG00000070182	Lung
ENSG00000151914	Lung
ENSG00000165566	Lung
ENSG00000142949	Lung
ENSG00000157764	Melanoma
ENSG00000147889	Melanoma
ENSG00000213281	Melanoma
ENSG00000187098	Melanoma
ENSG00000160602	Melanoma
ENSG00000231274	Melanoma
ENSG00000027644	Melanoma
ENSG00000105810	Melanoma
ENSG00000204344	Melanoma
ENSG00000073803	Melanoma
ENSG00000113263	Melanoma
ENSG00000135333	Melanoma
ENSG00000184304	Melanoma
ENSG00000169398	Melanoma
ENSG00000087586	Melanoma
ENSG00000134072	Melanoma
ENSG00000105204	Melanoma
ENSG00000141503	Melanoma
ENSG00000155111	Melanoma
ENSG00000080224	Melanoma
ENSG00000147133	Melanoma
ENSG00000136383	Melanoma
ENSG00000123143	Melanoma
ENSG00000070886	Melanoma
ENSG00000126562	Melanoma
ENSG00000134853	Melanoma
ENSG00000112062	Melanoma
ENSG00000155657	Melanoma
ENSG00000183421	Melanoma
ENSG00000116106	Melanoma
ENSG00000185483	Melanoma
ENSG00000082146	Melanoma
ENSG00000118046	Melanoma
ENSG00000198793	Melanoma
ENSG00000038382	Melanoma
ENSG00000121031	Melanoma
ENSG00000198648	Melanoma
ENSG00000142178	Melanoma
ENSG00000010810	Melanoma
ENSG00000173517	Melanoma
ENSG00000134318	Melanoma
ENSG00000146216	Melanoma
ENSG00000152953	Melanoma
ENSG00000006432	Melanoma
ENSG00000071242	Melanoma
ENSG00000180815	Melanoma
ENSG00000104814	Melanoma
ENSG00000112079	Melanoma
ENSG00000104365	Melanoma
ENSG00000132518	Melanoma
ENSG00000163558	Melanoma
ENSG00000154358	Melanoma
ENSG00000142186	Melanoma
ENSG00000160469	Melanoma
ENSG00000105613	Melanoma
ENSG00000008086	Melanoma
ENSG00000070019	Melanoma
ENSG00000071054	Melanoma
ENSG00000097007	Melanoma
ENSG00000136021	Melanoma
ENSG00000101349	Melanoma
ENSG00000169302	Melanoma
ENSG00000130758	Melanoma
ENSG00000138696	Melanoma
ENSG00000196411	Melanoma
ENSG00000115170	Melanoma
ENSG00000037280	Melanoma
ENSG00000083290	Melanoma
ENSG00000163491	Melanoma
ENSG00000115687	Melanoma
ENSG00000121101	Melanoma
ENSG00000122966	Melanoma
ENSG00000065559	Melanoma
ENSG00000198796	Melanoma
ENSG00000198382	Melanoma
ENSG00000083312	Melanoma
ENSG00000111087	Melanoma
ENSG00000173744	Melanoma
ENSG00000114450	Melanoma
ENSG00000182957	Melanoma
ENSG00000003393	Melanoma
ENSG00000164220	Melanoma
ENSG00000038427	Melanoma
ENSG00000198952	Melanoma
ENSG00000073282	Melanoma
ENSG00000115760	Melanoma
ENSG00000198889	Melanoma
ENSG00000168594	Melanoma
ENSG00000132357	Melanoma
ENSG00000120949	Melanoma
ENSG00000102302	Melanoma
ENSG00000164176	Melanoma
ENSG00000124664	Melanoma
ENSG00000056277	Melanoma
ENSG00000196591	Melanoma
ENSG00000170099	Melanoma
ENSG00000132297	Melanoma
ENSG00000084093	Melanoma
ENSG00000124721	Melanoma
ENSG00000171940	Melanoma
ENSG00000135298	Melanoma
ENSG00000163104	Melanoma
ENSG00000110514	Melanoma
ENSG00000121879	Melanoma
ENSG00000165338	Melanoma
ENSG00000136824	Melanoma
ENSG00000111186	Melanoma
ENSG00000138375	Melanoma
ENSG00000123064	Melanoma
ENSG00000204490	Melanoma
ENSG00000123104	Melanoma
ENSG00000100302	Melanoma
ENSG00000004777	Melanoma
ENSG00000130939	Melanoma
ENSG00000132466	Melanoma
ENSG00000149923	Melanoma
ENSG00000182810	Melanoma
